Repository,Commit,Type,Node Before,Node After
darknet,2db9fbef2bd7d35a547d0018a9850f6b249c524f,RENAME_FUNCTION,"src/connected_layer.c:backpropagate_connected_layer(double, connected_layer):2542-2903","src/connected_layer.c:backward_connected_layer(connected_layer, double, double):2912-3282"
darknet,c7b10ceadb1a78e7480d281444a31ae2a7dc1b05,CHANGE_SIGNATURE,"src/rnn.c:get_rnn_data(char, int, int, int, int):206-1343","src/rnn.c:get_rnn_data(char, size_t, int, size_t, int, int):224-1225"
netdata,f53fae77f7853ca6b662a9d98c98717c022f232f,RENAME_FUNCTION,"src/statsd.c:stasd_metric_index_find(STATSD_INDEX, char, uint32_t):12741-13021","src/statsd.c:statsd_metric_index_find(STATSD_INDEX, char, uint32_t):12766-13047"
jq,0c93eb3379241dc4775718a9d39f54a6c4de20d6,MOVE_FILE,jv_alloc.h:jv_alloc.h:0-640,src/jv_alloc.h:jv_alloc.h:0-640
darknet,70d622ea54c55aa5489e71b769a92447a586c879,EXTRACT,"src/im2col.c:im2col_cpu(float, int, int, int, int, int, int, float):108-1144","src/im2col.c:im2col_get_pixel(float, int, int, int, int, int, int, int):24-332"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,src/network.h:train_network_datum(network):1049-1081,include/darknet.h:train_network_datum(network):11260-11292
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,EXTRACT,deps/jemalloc/test/src/test.c:p_test(test_t):1142-2156,"deps/jemalloc/test/src/test.c:p_test_impl(bool, bool, test_t, va_list):2236-3709"
darknet,738cd4c2d7abcf62b85b759a5765b08380ee90e8,RENAME_FUNCTION,"src/image.c:add_scalar_image(image, float):6207-6314","src/image.c:translate_image(image, float):6207-6313"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:opt_lg_tcache_max_ctl(size_t, size_t, void, size_t, void, size_t):36101-36177","deps/jemalloc/src/ctl.c:opt_lg_tcache_max_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):48653-48713"
swoole-src,0be121ed76617f891e2710b82d30d3a3d5d8611e,MOVE_FUNCTION,swoole_socket_coro.c:Z_PARAM_DOUBLE(null):18512-18535,swoole_socket_coro.c:Z_PARAM_DOUBLE(null):22601-22624
nuklear,ad821dc808c6267721fbe023d547fef0bb2b76d3,CHANGE_SIGNATURE,"nuklear.h:nk_combobox_string(nk_context, char, int, int, int):38069-38188","nuklear.h:nk_combobox_string(nk_context, char, int, int, int, int):38149-38284"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/image.c:threshold_image(image, double):1927-2066","src/image.c:threshold_image(image, float):1919-2057"
jq,a55085b6620eaadd4c25681c3b744137ba8d30c2,CHANGE_SIGNATURE,"main.c:read_more(char, size_t, int):5278-6198","main.c:read_more(char, size_t):5278-6169"
php-src,2e5ac355b9b578e5d1e460f2b2f4205f8a7c87b3,CHANGE_SIGNATURE,"ext/phar/util.c:phar_resolve_alias(char, int, char, int):24700-25067","ext/phar/util.c:phar_resolve_alias(char, size_t, char, size_t):24728-25101"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,"src/utils.h:mean_array(float, int):1683-1710","include/darknet.h:mean_array(float, int):16241-16268"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,RENAME_FUNCTION,deps/jemalloc/src/prof.c:prof_prefork(void):49030-49420,deps/jemalloc/src/prof.c:prof_prefork0(tsdn_t):57826-58234
php-src,c7045174f1dfd2534c080a36ee6eca18fcbd14d7,MOVE_FUNCTION,Zend/zend_opcode.c:get_next_brk_cont_element(void):13221-13502,Zend/zend_compile.c:get_next_brk_cont_element(void):3819-4107
tmux,6abfd9b8ff344a684740452f16ddeaffb1df7d12,EXTRACT,"grid.c:grid_clear_lines(grid, u_int, u_int, u_int):11736-12106","grid.c:grid_free_line(grid, u_int):4879-5074"
toxcore,96d9cef66c551feae380596d77e6f120525ad0ca,CHANGE_SIGNATURE,"toxcore/tox.h:tox_file_send(Tox, uint32_t, TOX_FILE_KIND, uint64_t, uint8_t, size_t, TOX_ERR_FILE_SEND):55679-55864","toxcore/tox.h:tox_file_send(Tox, uint32_t, uint32_t, uint64_t, uint8_t, size_t, TOX_ERR_FILE_SEND):55679-55859"
git,6390fe20eba4afb1d70e05714c62be7908ad592a,CHANGE_SIGNATURE,"builtin/pack-redundant.c:llist_insert_back(llist, char):2749-2905","builtin/pack-redundant.c:llist_insert_back(llist, object_id):2746-2903"
darknet,6e7914530939aeaa4e6cc1a692b15e23d5173ae0,CHANGE_SIGNATURE,"src/region_layer.c:make_region_layer(int, int, int, int, int, int):204-1330","src/region_layer.c:make_region_layer(int, int, int, int, int, int, int, int):204-1535"
toxcore,2465f486acd90ed8395c8a83a13af09ecd024c98,MOVE_RENAME_FUNCTION,toxav/codec.c:buffer_empty(PayloadBuffer):1626-1709,toxcore/util.c:rb_empty(RingBuffer):4747-4816
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,"src/tree.h:change_leaves(tree, char):186-225","include/darknet.h:change_leaves(tree, char):15410-15449"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,EXTRACT,deps/jemalloc/test/unit/bitmap.c:TEST_BEGIN(null):1170-1832,"deps/jemalloc/test/unit/bitmap.c:test_bitmap_set_body(bitmap_info_t, size_t):4170-4566"
git,8b026edac3104ecc40a68fd58b764fb3c717babb,INLINE,"merge-recursive.c:conflict_rename_normal(merge_options, char, object_id, int, object_id, int, object_id, int, rename_conflict_info):83686-84372","merge-recursive.c:process_entry(merge_options, char, stage_data):52050-55907"
netdata,31440083b8f4054f96f9afcfc9a1e3e66ebb798c,CHANGE_SIGNATURE,"src/statistical.h:copy_series(double, size_t):1238-1293","src/statistical.h:copy_series(LONG_DOUBLE, size_t):1238-1293"
toxcore,3e256e429f6b2d3b8d3b49c1beac62f3b2f138ee,CHANGE_SIGNATURE,"toxcore/net_crypto.h:crypto_connection_status(Net_Crypto, int, uint8_t):13841-13938","toxcore/net_crypto.h:crypto_connection_status(Net_Crypto, int, Bool, int):13928-14094"
linux,076da91cd9ec4032f88bb30a162d576e9e46c2d6,CHANGE_SIGNATURE,"fs/btrfs/ctree.h:btrfs_alloc_delalloc_work(inode, int):108788-108861",fs/btrfs/ctree.h:btrfs_alloc_delalloc_work(inode):108771-108818
wrk,a20969192f7bc095ad3ad3e238a9a581e64ae4f9,RENAME_FUNCTION,"src/script.c:get_url_part(char, http_parser_url, http_parser_url_fields, size_t):14545-14853","src/script.c:push_url_part(lua_State, char, http_parser_url, http_parser_url_fields):14481-14979"
libuv,fbd6de31be38ba362daa56ccfd5be2a8f5d3b2b1,EXTRACT,src/unix/thread.c:uv_sem_wait(uv_sem_t):10594-10727,src/unix/thread.c:uv__sem_wait(uv_sem_t):13125-13266
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:stats_arenas_i_bins_j_nflushes_ctl(size_t, size_t, void, size_t, void, size_t):4879-4920","deps/jemalloc/src/ctl.c:stats_arenas_i_bins_j_nflushes_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):4860-4901"
toxcore,64fefb6f43e9213db9f3313aa7e8af7c36bf8538,CHANGE_SIGNATURE,"testing/tox_sync.c:file_request_accept(Tox, uint32_t, uint32_t, TOX_FILE_TYPE, uint64_t, uint8_t, size_t, void):3733-5135","testing/tox_sync.c:file_request_accept(Tox, uint32_t, uint32_t, TOX_FILE_KIND, uint64_t, uint8_t, size_t, void):3733-5135"
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/region_layer.h:backward_region_layer(layer, network_state):238-295","src/region_layer.h:backward_region_layer(layer, network):230-279"
obs-studio,c9182a987885da948941d486117aa4afefeceee2,CHANGE_SIGNATURE,"deps/media-playback/media-playback/media.h:mp_media_init(mp_media_t, char, char, int, void, mp_video_cb, mp_audio_cb, mp_stop_cb, mp_video_cb, bool, video_range_type):2287-2547","deps/media-playback/media-playback/media.h:mp_media_init(mp_media_t, char, char, int, void, mp_video_cb, mp_audio_cb, mp_stop_cb, mp_video_cb, bool, bool, video_range_type):2273-2555"
darknet,1467621453e1c6932841a4992e6dffe0d0d8de24,CHANGE_SIGNATURE,"include/darknet.h:update_gpu(layer, int, float, float, float):1892-1949","include/darknet.h:update_gpu(layer, update_args):2056-2100"
darknet,dcb000b553d051429a49c8729dc5b1af632e8532,CHANGE_SIGNATURE,"src/data.h:load_data_detection_jitter_random(int, char, int, int, int, int, int, int, int):690-806","src/data.h:load_data_detection_jitter_random(int, char, int, int, int, int, int, int, int, int):706-838"
darknet,481b57a96a9ef29b112caec1bb3e17ffb043ceae,RENAME_FUNCTION,"src/rnn_layer.h:update_gru_layer(layer, int, float, float, float):313-399","src/rnn_layer.h:update_rnn_layer(layer, int, float, float, float):370-456"
php-src,ec5b408d815b655cda638c329439795c190ee0dc,CHANGE_SIGNATURE,"ext/mbstring/oniguruma/src/regcomp.c:copy_mml(MinMaxLen, MinMaxLen):112594-112696","ext/mbstring/oniguruma/src/regcomp.c:copy_mml(MinMax, MinMax):113284-113380"
darknet,809f924db2823b9e1eaf3efb9370380edc1f76ed,MOVE_FUNCTION,"src/axpy.c:dot_cpu(int, float, int, float, int):415-582","src/blas.c:dot_cpu(int, float, int, float, int):410-577"
darknet,8c5364f58569eaeb5582a4915b36b24fc5570c76,MOVE_RENAME_FUNCTION,"src/swag.c:demo_swag(char, char, float):14638-14694","src/yolo.c:demo_yolo(char, char, float):14971-15027"
git,64b1abe962b44e6bad84b980e8ea2811302e71c7,CHANGE_SIGNATURE,"merge-recursive.c:git_merge_trees(int, tree, tree, tree):8394-9058","merge-recursive.c:git_merge_trees(merge_options, tree, tree, tree):8394-9363"
toxcore,1a2fa1b7e639e5e94612c774894baa50b3514265,EXTRACT,toxcore/net_crypto.c:kill_timedout(Net_Crypto):75746-76933,"toxcore/net_crypto.c:connection_kill(Net_Crypto, int):34459-34859"
darknet,516f019ba6fb88de7218dd3b4eaeadb1cf676518,MOVE_FUNCTION,"src/normalization_layer.h:make_normalization_layer(int, int, int, int, int, float, float, float):368-473","src/old.c:make_normalization_layer(int, int, int, int, int, float, float, float):4704-4809"
jq,6366cfd7a4275a25e128cc55f4c24a4079bc7005,RENAME_FUNCTION,libm.h:LIBM_DD(null):277-289,libm.h:LIBM_DD_NO(null):1246-1261
libuv,fbd6de31be38ba362daa56ccfd5be2a8f5d3b2b1,EXTRACT,src/unix/thread.c:uv_sem_trywait(uv_sem_t):10730-10936,src/unix/thread.c:uv__sem_trywait(uv_sem_t):13269-13483
jq,e3cb1f76cd3e2e55455757217be15662d3c75236,RENAME_FUNCTION,util.c:jq_util_input_open_errors(jq_util_input_state):4926-5017,util.c:jq_util_input_errors(jq_util_input_state):4921-5002
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:prof_reset_ctl(size_t, size_t, void, size_t, void, size_t):50716-51156","deps/jemalloc/src/ctl.c:prof_reset_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):70916-71340"
netdata,31440083b8f4054f96f9afcfc9a1e3e66ebb798c,CHANGE_SIGNATURE,"src/statistical.h:holtwinters(double, size_t, double, double, double, double):838-971","src/statistical.h:holtwinters(LONG_DOUBLE, size_t, LONG_DOUBLE, LONG_DOUBLE, LONG_DOUBLE, LONG_DOUBLE):838-971"
git,0ad4a5ff50dbc839ae26aa60c03b55bf416b6000,CHANGE_SIGNATURE,"remote.h:apply_refspecs(refspec, int, char):4256-4338","remote.h:apply_refspecs(refspec_item, int, char):4276-4363"
toxcore,3bf259f69d408dc5c380383ee3c0cde0504e9f02,RENAME_FUNCTION,"toxcore/tox.c:tox_get_udp_port(Tox, TOX_ERR_GET_PORT):29096-29412","toxcore/tox.c:tox_self_get_udp_port(Tox, TOX_ERR_GET_PORT):29104-29425"
php-src,97ff815cbbfe524a46ab5e76312d19a4b3771079,CHANGE_SIGNATURE,sapi/litespeed/lsapilib.h:LSAPI_GetScriptFileName():9299-9407,sapi/litespeed/lsapilib.h:LSAPI_GetScriptFileName(void):9302-9414
toxcore,d8da9bf7097192f20338ae5c7e34c40405f4f1d1,RENAME_FUNCTION,"auto_tests/tox_test.c:tox_file_request_chunk(Tox, uint32_t, uint32_t, uint64_t, size_t, void):4900-5822","auto_tests/tox_test.c:tox_file_chunk_request(Tox, uint32_t, uint32_t, uint64_t, size_t, void):4900-5822"
darknet,d9f1b0b16edeb59281355a855e18a8be343fc33c,CHANGE_SIGNATURE,"src/convolutional_layer.h:make_convolutional_layer(int, int, int, int, int, int, int, int, ACTIVATION):879-997","src/convolutional_layer.h:make_convolutional_layer(int, int, int, int, int, int, int, int, ACTIVATION, float, float, float):942-1110"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/maxpool_layer.h:forward_maxpool_layer(maxpool_layer, double):293-353","src/maxpool_layer.h:forward_maxpool_layer(maxpool_layer, float):291-350"
linux,3dca5c942dac60164e6a6e89172f25b86af07ce7,CHANGE_SIGNATURE,"include/trace/events/btrfs.h:TP_PROTO(btrfs_fs_info, btrfs_block_group_cache, u64, u64, null):33194-33316","include/trace/events/btrfs.h:TP_PROTO(btrfs_block_group_cache, u64, u64, null):33109-33191"
darknet,d6fbe86e7a8c1bc389902c90c57ee7e80f5475b9,CHANGE_SIGNATURE,src/cnn.c:test_detection():16318-16937,src/cnn.c:test_detection(char):16377-17031
git,96c47d1466d2d11e2028b79fdc0bcaf7a4bb7345,EXTRACT,fast-import.c:pool_alloc(size_t):16414-17133,"fast-import.c:mem_pool_alloc_block(mem_pool, size_t):16687-17074"
ijkplayer,a25f13c55bd0f753cafc753ccf82e82aa6664bf1,RENAME_FUNCTION,"ijkmedia/ijkplayer/android/ijkplayer_jni.c:IjkMediaPlayer_setDataSourceIjkIOHttpCallback(JNIEnv, jobject, jobject):7967-8978","ijkmedia/ijkplayer/android/ijkplayer_jni.c:IjkMediaPlayer_setDataSourceAndroidIOCallback(JNIEnv, jobject, jobject):7988-9014"
darknet,0b64cb4dd35377db4e5c916b8bba8b46d788abff,CHANGE_SIGNATURE,"src/blas.h:upsample_cpu(float, int, int, int, int, int, int, float):2596-2688","src/blas.h:upsample_cpu(float, int, int, int, int, int, int, float, float):2616-2721"
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/rnn_layer.c:backward_rnn_layer(layer, network_state):3855-5650","src/rnn_layer.c:backward_rnn_layer(layer, network):3831-5604"
tmux,2e5664d2df02a902300f8f67b4eefe0309bde5b9,CHANGE_SIGNATURE,"compat/imsg.c:imsg_create(imsgbuf, u_int32_t, u_int32_t, pid_t, u_int16_t):5368-5898","compat/imsg.c:imsg_create(imsgbuf, uint32_t, uint32_t, pid_t, uint16_t):4741-5268"
toxcore,7d13f1928e604b87c29ca22d8bf14e962c1cc8ed,CHANGE_SIGNATURE,"toxcore/list.h:bs_list_find(BS_LIST, void):1859-1910","toxcore/list.h:bs_list_find(BS_LIST, uint8_t):1862-1916"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,deps/jemalloc/src/tcache.c:tcache_boot(void):12196-13426,deps/jemalloc/src/tcache.c:tcache_boot(tsdn_t):17900-19162
jq,0c93eb3379241dc4775718a9d39f54a6c4de20d6,MOVE_FILE,builtin.h:builtin.h:0-144,src/builtin.h:builtin.h:0-144
php-src,c4331b00be1a294fa20ee08a18cdd722f123c73a,CHANGE_SIGNATURE,"ext/sqlite3/libsqlite/sqlite3.c:sqlite3Update(Parse, SrcList, ExprList, Expr, int, ExprList, Expr):815378-815446","ext/sqlite3/libsqlite/sqlite3.c:sqlite3Update(Parse, SrcList, ExprList, Expr, int, ExprList, Expr, Upsert):831500-831596"
php-src,e2182a1ba7cdd3c915cf29cd8367a6e02a0c10c8,CHANGE_SIGNATURE,"ext/fileinfo/libmagic/softmagic.c:moffset(magic_set, magic, size_t, int32_t):19248-21975","ext/fileinfo/libmagic/softmagic.c:moffset(magic_set, magic, buffer, int32_t):20705-23471"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/mini_blas.h:im2col_cpu(double, int, int, int, int, int, double):430-581","src/mini_blas.h:im2col_cpu(float, int, int, int, int, int, float):420-569"
redis,fc7ecd8d359160c5b74aa86c09eefdf4e9e2d653,CHANGE_SIGNATURE,"src/redis-check-rdb.c:redis_check_rdb_main(int, char):12355-13129","src/redis-check-rdb.c:redis_check_rdb_main(int, char, FILE):12989-13839"
toxcore,c50781a2b7d0ab56acb31b8f79df2e69f9f74b8b,CHANGE_SIGNATURE,"other/bootstrap_daemon/src/logger.c:log(Logger, LOG_LEVEL, char):2111-2484","other/bootstrap_daemon/src/log.c:log(LOG_LEVEL, char):2117-2509"
darknet,6e7914530939aeaa4e6cc1a692b15e23d5173ae0,CHANGE_SIGNATURE,"include/darknet.h:network_detect(network, image, float, float, float, box, float):16582-16691","include/darknet.h:network_detect(network, image, float, float, float, detection):16693-16792"
php-src,97ff815cbbfe524a46ab5e76312d19a4b3771079,CHANGE_SIGNATURE,sapi/litespeed/lsapilib.h:LSAPI_is_suEXEC_Daemon():12060-12084,sapi/litespeed/lsapilib.h:LSAPI_is_suEXEC_Daemon(void):12094-12122
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,EXTRACT,deps/jemalloc/test/unit/bitmap.c:TEST_BEGIN(null):713-1169,"deps/jemalloc/test/unit/bitmap.c:test_bitmap_init_body(bitmap_info_t, size_t):3292-3801"
darknet,60e952ba694e3e0811db5868d70ad7ebfe676836,CHANGE_SIGNATURE,"src/reorg_layer.h:make_reorg_layer(int, int, int, int, int, int):129-202","src/reorg_layer.h:make_reorg_layer(int, int, int, int, int, int, int, int):129-226"
tmux,18bab3079228f5d7e85a615f57c12c16f9331568,CHANGE_SIGNATURE,"grid-view.c:grid_view_scroll_region_up(grid, u_int, u_int):2496-3000","grid-view.c:grid_view_scroll_region_up(grid, u_int, u_int, u_int):2496-3021"
redis,09e3b3b97588e9847fc016dbad489bbe8b46aa39,CHANGE_SIGNATURE,"src/t_stream.c:streamReplyWithRangeFromConsumerPEL(client, stream, streamID, streamID, size_t, streamCG, streamConsumer):2164-2310","src/t_stream.c:streamReplyWithRangeFromConsumerPEL(client, stream, streamID, streamID, size_t, streamConsumer):2164-2293"
darknet,73f7aacf35ec9b1d0f9de9ddf38af0889f213e99,RENAME_FUNCTION,"src/data.c:load_data(char, int, int, char, int, int, int):20701-21000","src/data.c:load_data_old(char, int, int, char, int, int, int):21198-21501"
git,041c98e22d88d963a92f1bac6ab348a0d4c6d228,CHANGE_SIGNATURE,"builtin/replace.c:create_graft(int, char, int):11512-12835","builtin/replace.c:create_graft(int, char, int, int):11512-12949"
nuklear,d4625dc9c138a29413a67cebfa4c225c6f7230b5,CHANGE_SIGNATURE,"nuklear.h:nk_edit_string_zero_terminated(nk_context, nk_flags, char, int, nk_filter):35390-35484","nuklear.h:nk_edit_string_zero_terminated(nk_context, nk_flags, char, int, nk_plugin_filter):35707-35808"
toxcore,9bba7a0434d0967d5dd76b8afc7783ea2edad0cf,RENAME_FUNCTION,"auto_tests/toxav_many_test.c:accept_friend_request(Tox, uint8_t, uint8_t, size_t, void):984-1216","auto_tests/toxav_many_test.c:t_accept_friend_request_cb(Tox, uint8_t, uint8_t, size_t, void):2161-2426"
darknet,3fb3eec6502ff8e9b77ce6d43d835b41d0c3241f,MOVE_FUNCTION,"src/utils.h:sum_array(float, int):1492-1518","include/darknet.h:sum_array(float, int):18371-18397"
toxcore,fdaad0b7c008b65646ca5cbd62ac0d305617ecfe,CHANGE_SIGNATURE,toxav/codec.h:cs_do(CSSession):3422-3442,toxav/codec.h:cs_do(CSession):2806-2825
darknet,70d622ea54c55aa5489e71b769a92447a586c879,CHANGE_SIGNATURE,"src/convolutional_layer.c:make_convolutional_layer(int, int, int, int, int, int, int, ACTIVATION):759-2350","src/convolutional_layer.c:make_convolutional_layer(int, int, int, int, int, int, int, int, ACTIVATION):871-3186"
php-src,2e5ac355b9b578e5d1e460f2b2f4205f8a7c87b3,CHANGE_SIGNATURE,"ext/phar/phar_internal.h:phar_parse_tarfile(php_stream, char, int, char, int, phar_archive_data, int, uint32_t, char):19590-19756","ext/phar/phar_internal.h:phar_parse_tarfile(php_stream, char, size_t, char, size_t, phar_archive_data, int, uint32_t, char):19641-19813"
netdata,31440083b8f4054f96f9afcfc9a1e3e66ebb798c,CHANGE_SIGNATURE,"src/appconfig.h:appconfig_get_float(config, char, char, double):1257-1355","src/appconfig.h:appconfig_get_float(config, char, char, LONG_DOUBLE):1257-1355"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/utils.c:scale_array(double, int, double):3584-3696","src/utils.c:scale_array(float, int, float):3565-3675"
linux,3973909d926c093fd13d56953e591635d56ab7b6,EXTRACT,"fs/btrfs/ioctl.c:btrfs_extent_same(inode, u64, u64, inode, u64):73360-76629","fs/btrfs/ioctl.c:btrfs_extent_same_range(inode, u64, u64, inode, u64):73360-76171"
darknet,60e952ba694e3e0811db5868d70ad7ebfe676836,EXTRACT,src/go.c:score_game(float):22194-23189,"src/go.c:print_game(float, FILE):13600-14095"
linux,833aae18fcb768ef8e97faea42e768521154cd21,INLINE,fs/btrfs/volumes.c:set_balance_control(btrfs_balance_control):85210-85466,fs/btrfs/volumes.c:btrfs_recover_balance(btrfs_fs_info):105695-107733
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,INLINE,deps/jemalloc/src/arena.c:small_run_size_init(void):91560-92187,deps/jemalloc/src/arena.c:arena_boot(void):56970-57466
darknet,6e7914530939aeaa4e6cc1a692b15e23d5173ae0,CHANGE_SIGNATURE,"src/region_layer.c:correct_region_boxes(box, int, int, int, int, int, int):13011-13732","src/region_layer.c:correct_region_boxes(detection, int, int, int, int, int, int):13745-14479"
toxcore,edbfca5474b59b865e383e0dae934ba293d9dc7d,CHANGE_SIGNATURE,"toxav/toxav.c:callback_bwc(BWControler, uint32_t, float, void):26635-28056","toxav/toxav.c:callback_bwc(BWController, uint32_t, float, void):26637-28059"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/mini_blas.c:gemm(int, int, int, int, int, double, double, int, double, int, double, double, int):249-1099","src/mini_blas.c:gemm(int, int, int, int, int, float, float, int, float, int, float, float, int):285-1406"
curl,abbc8457d85aca74b7cfda1d394b0844932b2934,RENAME_FUNCTION,"lib/fileinfo.c:Curl_fileinfo_dtor(void, void):1275-1459",lib/fileinfo.c:Curl_fileinfo_cleanup(fileinfo):1275-1407
toxcore,8c812f534175d43d93e022af49f0441cfca0ea0d,RENAME_FUNCTION,"other/bootstrap_daemon/src/log.c:log(LOG_LEVEL, char):2117-2509","other/bootstrap_daemon/src/log.c:write_log(LOG_LEVEL, char):2117-2515"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:config_xmalloc_ctl(size_t, size_t, void, size_t, void, size_t):2598-2623","deps/jemalloc/src/ctl.c:config_xmalloc_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):2428-2453"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:config_lazy_lock_ctl(size_t, size_t, void, size_t, void, size_t):2336-2363","deps/jemalloc/src/ctl.c:config_lazy_lock_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):2235-2262"
ijkplayer,6ac3fb2a6595748cabd69f17573fd97922384592,RENAME_FUNCTION,"ios/IJKMediaPlayer/IJKMediaPlayer/ijkmedia/ijkplayer/ios/pipeline/IJKVideoToolBox.h:init_videotoolbox(FFPlayer, AVCodecContext):1432-1486","ios/IJKMediaPlayer/IJKMediaPlayer/ijkmedia/ijkplayer/ios/pipeline/IJKVideoToolBox.h:videotoolbox_create(FFPlayer, AVCodecContext):1432-1488"
darknet,0d6bb5d44d8e815ebf6ccce1dae2f83178780e7b,CHANGE_SIGNATURE,"src/data.h:get_batch(char, int, int):212-258","src/data.h:get_batch(char, int, int, char, int):256-324"
git,62ba93eaa9dfac60c17e362220b3f1dd183bf5ac,CHANGE_SIGNATURE,sha1_file.c:find_cached_object(char):2848-3150,sha1_file.c:find_cached_object(object_id):2850-3160
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:stats_arenas_i_dss_ctl(size_t, size_t, void, size_t, void, size_t):51789-51863","deps/jemalloc/src/ctl.c:stats_arenas_i_dss_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):72425-72492"
redis,8f4f001dc37c27c9a35ef17a5a4fcfd6520bd311,EXTRACT,"src/redis-cli.c:clusterManagerNodeIsCluster(clusterManagerNode, char):67697-68272","src/redis-cli.c:clusterManagerGetNodeRedisInfo(clusterManagerNode, char):66824-67355"
nuklear,c5614d9098a971f4be723e9c1c253cf5e904f637,CHANGE_SIGNATURE,"nuklear.h:nk_button_symbol(nk_context, nk_symbol_type, nk_button_behavior):28347-28429","nuklear.h:nk_button_symbol(nk_context, nk_symbol_type):29259-29316"
darknet,60e952ba694e3e0811db5868d70ad7ebfe676836,CHANGE_SIGNATURE,"src/tree.h:hierarchy_predictions(float, int, tree, int):247-324","src/tree.h:hierarchy_predictions(float, int, tree, int, int):247-336"
toxcore,76dfccf2d6386c1dd1a7e62586ceb1e18618b328,CHANGE_SIGNATURE,"auto_tests/tox_test.c:print_message(Tox, int, uint8_t, uint16_t, void):720-1093","auto_tests/tox_test.c:print_message(Tox, uint32_t, uint8_t, size_t, void):721-1097"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:arena_i_dss_ctl(size_t, size_t, void, size_t, void, size_t):42736-43921","deps/jemalloc/src/ctl.c:arena_i_dss_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):59619-60998"
darknet,5ef74c2031a040f30a670dc7d60790fc6a9ec720,RENAME_FUNCTION,"src/mini_blas.h:cpu_gemm(int, int, int, int, int, float, float, int, float, int, float, float, int):1023-1232","src/mini_blas.h:gemm_gpu(int, int, int, int, int, float, float, int, float, int, float, float, int):841-1002"
darknet,dcb000b553d051429a49c8729dc5b1af632e8532,CHANGE_SIGNATURE,"src/data.c:load_data_detection_jitter_random(int, char, int, int, int, int, int, int, int):5342-6138","src/data.c:load_data_detection_jitter_random(int, char, int, int, int, int, int, int, int, int):6325-7160"
tmux,6abfd9b8ff344a684740452f16ddeaffb1df7d12,EXTRACT,grid.c:grid_destroy(grid):5200-5430,"grid.c:grid_free_lines(grid, u_int, u_int):5102-5243"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:thread_allocatedp_ctl(size_t, size_t, void, size_t, void, size_t):38126-38220","deps/jemalloc/src/ctl.c:thread_allocatedp_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):50859-50953"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,src/network.h:update_network(network):918-945,include/darknet.h:update_network(network):9411-9438
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,"src/image.h:load_image_color(char, int, int):3817-3863","include/darknet.h:load_image_color(char, int, int):12648-12694"
